# R	vm0	vstd0
62.03691066	0.02655356	0.00719998
62.25855729	0.02600948	0.00703264
62.48020391	0.02542125	0.00686023
62.70185053	0.02478772	0.00668763
62.92349715	0.02401655	0.00654861
63.14514378	0.02291296	0.00641970
63.36679040	0.02180677	0.00627403
63.58843702	0.02048791	0.00611895
63.81008364	0.01924602	0.00594723
64.03173027	0.01807500	0.00576384
64.25337689	0.01694213	0.00560661
64.47502351	0.01582578	0.00550876
64.69667013	0.01510741	0.00544772
64.91831676	0.01453510	0.00538808
65.13996338	0.01402729	0.00537003
65.36161000	0.01356907	0.00538940
65.58325662	0.01316045	0.00539458
65.80490325	0.01280141	0.00542238
66.02654987	0.01249197	0.00550308
66.24819649	0.01232446	0.00563251
66.46984311	0.01249366	0.00581708
66.69148973	0.01267587	0.00598625
66.91313636	0.01307186	0.00609992
67.13478298	0.01338037	0.00615302
67.35642960	0.01360750	0.00616422
67.57807622	0.01378596	0.00615446
67.79972285	0.01393738	0.00609610
68.02136947	0.01406177	0.00597265
68.24301609	0.01418029	0.00579916
68.46466271	0.01432194	0.00558042
68.68630934	0.01448672	0.00531388
68.90795596	0.01467463	0.00501555
69.12960258	0.01488567	0.00468637
69.35124920	0.01537118	0.00433855
69.57289583	0.01583806	0.00395826
69.79454245	0.01628633	0.00358477
70.01618907	0.01665723	0.00324828
70.23783569	0.01694121	0.00295404
70.45948232	0.01710239	0.00270255
70.68112894	0.01741093	0.00251899
70.90277556	0.01765941	0.00241030
71.12442218	0.01784782	0.00236989
71.34606881	0.01797617	0.00238864
71.56771543	0.01802741	0.00246803
71.78936205	0.01803944	0.00259077
72.01100867	0.01802119	0.00271969
72.23265530	0.01797266	0.00286035
72.45430192	0.01788768	0.00300844
72.67594854	0.01750799	0.00317260
72.89759516	0.01708429	0.00336079
73.11924178	0.01666487	0.00354436
73.34088841	0.01631720	0.00370219
73.56253503	0.01605783	0.00384423
73.78418165	0.01592263	0.00395972
74.00582827	0.01550127	0.00405094
74.22747490	0.01503813	0.00413163
74.44912152	0.01462712	0.00418302
74.67076814	0.01427429	0.00423313
74.89241476	0.01397966	0.00424078
75.11406139	0.01366909	0.00423322
75.33570801	0.01333348	0.00419545
75.55735463	0.01297123	0.00413096
75.77900125	0.01257300	0.00404747
76.00064788	0.01194691	0.00395902
76.22229450	0.01128950	0.00387262
76.44394112	0.01061226	0.00379748
76.66558774	0.00991518	0.00372766
76.88723437	0.00919827	0.00368140
77.10888099	0.00846151	0.00367635
77.33052761	0.00784510	0.00372130
77.55217423	0.00739614	0.00377645
77.77382086	0.00703384	0.00386152
77.99546748	0.00675333	0.00398730
78.21711410	0.00655460	0.00415303
78.43876072	0.00645492	0.00437184
78.66040734	0.00641099	0.00460886
78.88205397	0.00641419	0.00485454
79.10370059	0.00648004	0.00510336
79.32534721	0.00680732	0.00536323
79.54699383	0.00724188	0.00560142
79.76864046	0.00772397	0.00581477
79.99028708	0.00825357	0.00598480
80.21193370	0.00878594	0.00614268
80.43358032	0.00931012	0.00624228
80.65522695	0.00982611	0.00631873
80.87687357	0.01030410	0.00635068
81.09852019	0.01091187	0.00635466
81.32016681	0.01171330	0.00631919
81.54181344	0.01241801	0.00623317
81.76346006	0.01306172	0.00611110
81.98510668	0.01374091	0.00595435
82.20675330	0.01453797	0.00577065
82.42839993	0.01529053	0.00556871
82.65004655	0.01599857	0.00535027
82.87169317	0.01666210	0.00515604
83.09333979	0.01728112	0.00495927
83.31498642	0.01785563	0.00479747
83.53663304	0.01843040	0.00465069
83.75827966	0.01901121	0.00451648
83.97992628	0.01959100	0.00436770
84.20157290	0.02014969	0.00424454
84.42321953	0.02051970	0.00413423
84.64486615	0.02063597	0.00404260
84.86651277	0.02076210	0.00394745
85.08815939	0.02083013	0.00383686
85.30980602	0.02078061	0.00372605
85.53145264	0.02056583	0.00354248
85.75309926	0.02010367	0.00333016
85.97474588	0.01951605	0.00313516
86.19639251	0.01893852	0.00298988
86.41803913	0.01834039	0.00289934
86.63968575	0.01772906	0.00287342
86.86133237	0.01710453	0.00290597
87.08297900	0.01662734	0.00296746
87.30462562	0.01612937	0.00303226
87.52627224	0.01561931	0.00314615
87.74791886	0.01528043	0.00323953
87.96956549	0.01494673	0.00332038
88.19121211	0.01458625	0.00340607
88.41285873	0.01422844	0.00342779
88.63450535	0.01387966	0.00344280
88.85615198	0.01338965	0.00348323
89.07779860	0.01319079	0.00353011
89.29944522	0.01309659	0.00356396
89.52109184	0.01297149	0.00363938
89.74273847	0.01284619	0.00371416
89.96438509	0.01274101	0.00377412
90.18603171	0.01250815	0.00383771
90.40767833	0.01212843	0.00391325
90.62932495	0.01178911	0.00400832
90.85097158	0.01146403	0.00412114
91.07261820	0.01095660	0.00423138
91.29426482	0.01043284	0.00432471
91.51591144	0.00995147	0.00437966
91.73755807	0.00951248	0.00441572
91.95920469	0.00911589	0.00441553
92.18085131	0.00888752	0.00438732
92.40249793	0.00856625	0.00432592
92.62414456	0.00821260	0.00426024
92.84579118	0.00782656	0.00416261
93.06743780	0.00740813	0.00405178
93.28908442	0.00711536	0.00394504
93.51073105	0.00695301	0.00382284
93.73237767	0.00685259	0.00370329
93.95402429	0.00679464	0.00358661
94.17567091	0.00677283	0.00346690
94.39731754	0.00677095	0.00333547
94.61896416	0.00683809	0.00321995
94.84061078	0.00683992	0.00313530
95.06225740	0.00678141	0.00306010
95.28390403	0.00677642	0.00303146
95.50555065	0.00677678	0.00301577
95.72719727	0.00689453	0.00298251
95.94884389	0.00713371	0.00294966
96.17049051	0.00754819	0.00291441
96.39213714	0.00820837	0.00289204
96.61378376	0.00875246	0.00293131
96.83543038	0.00932351	0.00305045
97.05707700	0.00985378	0.00321706
97.27872363	0.01035067	0.00343408
97.50037025	0.01080378	0.00367175
97.72201687	0.01122935	0.00393306
97.94366349	0.01157825	0.00422353
