# R	vm0	vstd0
72.77713039	0.00712175	0.00418193
72.96461918	0.00749200	0.00436684
73.15210797	0.00801906	0.00453991
73.33959676	0.00866457	0.00469218
73.52708555	0.00936543	0.00482409
73.71457434	0.00993430	0.00493083
73.90206313	0.01037118	0.00499340
74.08955192	0.01033367	0.00502919
74.27704071	0.01001041	0.00501691
74.46452950	0.00969727	0.00494951
74.65201829	0.00939426	0.00486333
74.83950708	0.00910138	0.00475814
75.02699587	0.00881863	0.00461405
75.21448466	0.00863101	0.00445358
75.40197345	0.00900828	0.00428448
75.58946225	0.00910347	0.00411069
75.77695104	0.00936597	0.00392175
75.96443983	0.00767387	0.00371836
76.15192862	0.00634800	0.00352741
76.33941741	0.00560933	0.00335569
76.52690620	0.00504359	0.00319213
76.71439499	0.00460155	0.00304710
76.90188378	0.00462560	0.00294880
77.08937257	0.00516504	0.00290669
77.27686136	0.00569964	0.00287776
77.46435015	0.00611892	0.00287497
77.65183894	0.00565067	0.00287847
77.83932773	0.00544279	0.00291288
78.02681652	0.00541027	0.00298022
78.21430531	0.00501914	0.00303296
78.40179410	0.00501117	0.00305201
78.58928290	0.00456081	0.00306059
78.77677169	0.00586234	0.00302364
78.96426048	0.00672572	0.00298273
79.15174927	0.00699299	0.00296959
79.33923806	0.00726576	0.00296429
79.52672685	0.00693849	0.00293042
79.71421564	0.00704114	0.00289807
79.90170443	0.00668332	0.00287869
80.08919322	0.00628268	0.00282446
80.27668201	0.00617666	0.00278407
80.46417080	0.00745199	0.00277269
80.65165959	0.00807935	0.00274208
80.83914838	0.00748729	0.00270405
81.02663717	0.00677831	0.00265719
81.21412596	0.00604461	0.00265222
81.40161475	0.00555697	0.00272583
81.58910355	0.00524302	0.00280157
81.77659234	0.00500726	0.00288643
81.96408113	0.00491793	0.00298677
82.15156992	0.00518803	0.00308708
82.33905871	0.00567519	0.00316774
82.52654750	0.00644508	0.00322932
82.71403629	0.00695218	0.00329316
82.90152508	0.00725015	0.00334865
83.08901387	0.00795759	0.00337007
83.27650266	0.00835339	0.00337640
83.46399145	0.00810503	0.00330967
83.65148024	0.00871786	0.00325433
83.83896903	0.00933757	0.00319684
84.02645782	0.00996881	0.00315397
84.21394661	0.01108462	0.00314305
84.40143540	0.01174624	0.00309611
84.58892419	0.01250381	0.00307690
84.77641299	0.01352399	0.00310029
84.96390178	0.01386125	0.00313417
85.15139057	0.01431272	0.00319450
85.33887936	0.01405616	0.00324658
85.52636815	0.01412373	0.00329781
85.71385694	0.01413796	0.00335001
85.90134573	0.01353727	0.00342511
86.08883452	0.01272786	0.00350347
86.27632331	0.01292365	0.00353055
86.46381210	0.01319076	0.00353282
86.65130089	0.01338347	0.00351469
86.83878968	0.01334960	0.00350961
87.02627847	0.01273467	0.00347499
87.21376726	0.01247744	0.00341588
87.40125605	0.01199738	0.00338436
87.58874484	0.01106303	0.00335550
87.77623364	0.01039716	0.00330842
87.96372243	0.00998983	0.00325543
88.15121122	0.00956767	0.00321265
88.33870001	0.00929647	0.00317922
88.52618880	0.00953430	0.00315692
88.71367759	0.00980389	0.00314464
88.90116638	0.01007140	0.00319001
89.08865517	0.01033683	0.00327256
89.27614396	0.01060018	0.00340418
89.46363275	0.01082320	0.00358531
89.65112154	0.01115343	0.00380619
89.83861033	0.01147231	0.00404968
90.02609912	0.01177983	0.00431176
