# R	vm0	vstd0
70.98318930	0.01103827	0.00312242
71.17516488	0.01126681	0.00320637
71.36714047	0.01159319	0.00325104
71.55911606	0.01161902	0.00328308
71.75109165	0.01149449	0.00332198
71.94306724	0.01150242	0.00332869
72.13504283	0.01164217	0.00330564
72.32701842	0.01176667	0.00327773
72.51899401	0.01200255	0.00327025
72.71096960	0.01224631	0.00322312
72.90294519	0.01239822	0.00314854
73.09492078	0.01241817	0.00308820
73.28689637	0.01228278	0.00302569
73.47887196	0.01222877	0.00296825
73.67084755	0.01225798	0.00290151
73.86282314	0.01219592	0.00283141
74.05479872	0.01199992	0.00275956
74.24677431	0.01169971	0.00270535
74.43874990	0.01166916	0.00266390
74.63072549	0.01164550	0.00264793
74.82270108	0.01154305	0.00263490
75.01467667	0.01139360	0.00260577
75.20665226	0.01134420	0.00259534
75.39862785	0.01124835	0.00257670
75.59060344	0.01109244	0.00257067
75.78257903	0.01095947	0.00257475
75.97455462	0.01095284	0.00255996
76.16653021	0.01106174	0.00254988
76.35850580	0.01103260	0.00251857
76.55048139	0.01086381	0.00247658
76.74245698	0.01073029	0.00241520
76.93443257	0.01067458	0.00234042
77.12640815	0.01067733	0.00225321
77.31838374	0.01067849	0.00216640
77.51035933	0.01065792	0.00207117
77.70233492	0.01061572	0.00197026
77.89431051	0.01055204	0.00189027
78.08628610	0.01046686	0.00180260
78.27826169	0.01036011	0.00173171
78.47023728	0.01024793	0.00165930
78.66221287	0.01013640	0.00157990
78.85418846	0.01002523	0.00150035
79.04616405	0.00991399	0.00144657
79.23813964	0.00980289	0.00140994
79.43011523	0.00969182	0.00137730
79.62209082	0.00958082	0.00138589
79.81406641	0.00947038	0.00141346
80.00604199	0.00936013	0.00144662
80.19801758	0.00925005	0.00146298
80.38999317	0.00914036	0.00147625
80.58196876	0.00903109	0.00147650
80.77394435	0.00892196	0.00149885
80.96591994	0.00881306	0.00153121
81.15789553	0.00870446	0.00155135
81.34987112	0.00859597	0.00156421
81.54184671	0.00848768	0.00158847
81.73382230	0.00837967	0.00160579
81.92579789	0.00827186	0.00163172
82.11777348	0.00816437	0.00166085
82.30974907	0.00805738	0.00169100
82.50172466	0.00795045	0.00170239
82.69370025	0.00784340	0.00171855
82.88567583	0.00773649	0.00173378
83.07765142	0.00763004	0.00175149
83.26962701	0.00752393	0.00175874
83.46160260	0.00741805	0.00175542
83.65357819	0.00731225	0.00175462
83.84555378	0.00720669	0.00175253
84.03752937	0.00710137	0.00174079
84.22950496	0.00699654	0.00170987
84.42148055	0.00689189	0.00167718
84.61345614	0.00678756	0.00164753
84.80543173	0.00668358	0.00160282
84.99740732	0.00658648	0.00158333
85.18938291	0.00649618	0.00160278
85.38135850	0.00641309	0.00164622
85.57333409	0.00633732	0.00171947
85.76530967	0.00626871	0.00181033
85.95728526	0.00620695	0.00191880
86.14926085	0.00615203	0.00204270
