# R	vm0	vstd0
35.09126128	0.04507782	0.01360322
35.31474710	0.04448925	0.01257184
35.53823291	0.04374152	0.01161656
35.76171872	0.04290506	0.01074441
35.98520453	0.04197988	0.00993305
36.20869034	0.04096599	0.00921409
36.43217615	0.03986337	0.00861318
36.65566196	0.03867204	0.00824696
36.87914777	0.03739199	0.00807562
37.10263358	0.03612466	0.00793973
37.32611939	0.03371952	0.00785440
37.54960520	0.03125710	0.00780736
37.77309101	0.02859973	0.00788846
37.99657682	0.02629664	0.00815060
38.22006263	0.02432986	0.00852101
38.44354844	0.02287795	0.00887996
38.66703425	0.02199463	0.00931894
38.89052006	0.02082662	0.00975316
39.11400587	0.02008685	0.01016597
39.33749168	0.01989127	0.01050349
39.56097749	0.02065989	0.01078396
39.78446330	0.02214181	0.01101364
40.00794911	0.02245571	0.01124705
40.23143492	0.02323265	0.01144768
40.45492073	0.02550293	0.01151781
40.67840654	0.02838436	0.01151523
40.90189235	0.03123766	0.01141052
41.12537816	0.03415316	0.01114124
41.34886397	0.03658163	0.01085161
41.57234978	0.03857626	0.01044372
41.79583559	0.03994461	0.01000759
42.01932140	0.04079889	0.00960989
42.24280722	0.04208406	0.00918616
42.46629303	0.04300899	0.00881456
42.68977884	0.04345503	0.00851168
42.91326465	0.04296114	0.00814570
43.13675046	0.04160622	0.00789888
43.36023627	0.04156814	0.00772185
43.58372208	0.04101666	0.00759804
43.80720789	0.03906437	0.00752003
44.03069370	0.03659346	0.00759023
44.25417951	0.03421778	0.00772309
44.47766532	0.03209765	0.00788861
44.70115113	0.03043686	0.00812409
44.92463694	0.02920019	0.00839954
45.14812275	0.02830858	0.00880173
45.37160856	0.02767553	0.00905302
45.59509437	0.02705980	0.00932389
45.81858018	0.02645267	0.00966163
46.04206599	0.02583615	0.00999718
46.26555180	0.02525127	0.01028213
46.48903761	0.02487003	0.01045285
46.71252342	0.02439586	0.01067085
46.93600923	0.02402797	0.01082359
47.15949504	0.02362345	0.01100437
47.38298085	0.02310369	0.01114031
47.60646666	0.02243951	0.01120541
47.82995247	0.02182690	0.01125299
48.05343828	0.02126458	0.01128176
48.27692409	0.02075255	0.01130290
48.50040990	0.02029080	0.01127980
48.72389571	0.01987934	0.01120277
48.94738152	0.01951817	0.01107620
49.17086734	0.01911536	0.01091649
49.39435315	0.01867536	0.01076343
49.61783896	0.01819816	0.01059229
49.84132477	0.01768377	0.01040112
50.06481058	0.01706062	0.01013699
50.28829639	0.01641794	0.00982746
50.51178220	0.01582852	0.00949963
50.73526801	0.01537662	0.00914641
50.95875382	0.01511715	0.00878880
51.18223963	0.01502711	0.00841246
51.40572544	0.01489932	0.00803737
51.62921125	0.01476861	0.00767562
51.85269706	0.01479624	0.00732424
52.07618287	0.01487626	0.00699575
52.29966868	0.01490069	0.00669792
52.52315449	0.01497791	0.00641271
52.74664030	0.01512419	0.00614897
52.97012611	0.01533642	0.00590818
53.19361192	0.01560313	0.00570263
53.41709773	0.01599589	0.00552904
53.64058354	0.01638428	0.00540680
53.86406935	0.01664638	0.00532452
54.08755516	0.01678440	0.00526088
54.31104097	0.01680592	0.00522202
54.53452678	0.01672941	0.00519617
54.75801259	0.01660301	0.00519790
54.98149840	0.01639188	0.00524306
55.20498421	0.01598882	0.00530494
55.42847002	0.01546191	0.00536615
